[{:time-per-game 6013/5000,
   :wall-move-ratio 0.12374582,
   :fem2-ratio 0.5224719}
  {:score 68,
   :fruit-move-ratio 0.21587302,
   :wall-move-ratio 0.087675765,
   :fem2-ratio 0.3745541}
  {:score 53,
   :fruit-move-ratio 0.23873875,
   :wall-move-ratio 0.05995204,
   :fem2-ratio 0.32551318}
  {:score 82,
   :fruit-move-ratio 0.32156864,
   :wall-move-ratio 0.12035763,
   :fem2-ratio 0.48479086}
  {:score 49,
   :fruit-move-ratio 0.26486486,
   :wall-move-ratio 0.08374384,
   :fem2-ratio 0.30179444}
  {:score 74,
   :fruit-move-ratio 0.27715355,
   :wall-move-ratio 0.1251729,
   :fem2-ratio 0.39791358}
  {:score 75,
   :fruit-move-ratio 0.27272728,
   :wall-move-ratio 0.08096886,
   :fem2-ratio 0.44426495}
  {:score 35,
   :fruit-move-ratio 0.25735295,
   :wall-move-ratio 0.08754209,
   :fem2-ratio 0.3655914}
  {:score 51,
   :fruit-move-ratio 0.20318726,
   :wall-move-ratio 0.11472275,
   :fem2-ratio 0.43425605}
  {:score 78,
   :fruit-move-ratio 0.26440677,
   :wall-move-ratio 0.13976377,
   :fem2-ratio 0.42877907}
  {:score 90,
   :fruit-move-ratio 0.25139666,
   :wall-move-ratio 0.15292841,
   :fem2-ratio 0.42366865}
  {:score 80,
   :fruit-move-ratio 0.2877698,
   :wall-move-ratio 0.13245547,
   :fem2-ratio 0.3390244}
  {:score 73,
   :fruit-move-ratio 0.31465518,
   :wall-move-ratio 0.122679584,
   :fem2-ratio 0.42962962}
  {:score 54,
   :fruit-move-ratio 0.28421053,
   :wall-move-ratio 0.035444234,
   :fem2-ratio 0.54285717}
  {:score 87,
   :fruit-move-ratio 0.27795526,
   :wall-move-ratio 0.07241911,
   :fem2-ratio 0.45560408}
  {:score 87,
   :fruit-move-ratio 0.28807947,
   :wall-move-ratio 0.11130435,
   :fem2-ratio 0.42237762}
  {:score 83,
   :fruit-move-ratio 0.31439394,
   :wall-move-ratio 0.05839895,
   :fem2-ratio 0.48440367}
  {:score 82,
   :fruit-move-ratio 0.26537216,
   :wall-move-ratio 0.07463718,
   :fem2-ratio 0.46536145}
  {:score 93,
   :fruit-move-ratio 0.30392158,
   :wall-move-ratio 0.13124388,
   :fem2-ratio 0.47004607}
  {:score 97,
   :fruit-move-ratio 0.32659933,
   :wall-move-ratio 0.11609195,
   :fem2-ratio 0.5}
  {:score 94,
   :fruit-move-ratio 0.3022508,
   :wall-move-ratio 0.086448595,
   :fem2-ratio 0.48746082}
  {:score 89,
   :fruit-move-ratio 0.30272108,
   :wall-move-ratio 0.089527026,
   :fem2-ratio 0.5060241}
  {:score 57,
   :fruit-move-ratio 0.2394958,
   :wall-move-ratio 0.07237256,
   :fem2-ratio 0.40614334}
  {:score 63,
   :fruit-move-ratio 0.29577464,
   :wall-move-ratio 0.04401467,
   :fem2-ratio 0.11257928}
  {:score 79,
   :fruit-move-ratio 0.33333334,
   :wall-move-ratio 0.076973684,
   :fem2-ratio 0.37799042}
  {:score 77,
   :fruit-move-ratio 0.4074074,
   :wall-move-ratio 0.05046729,
   :fem2-ratio 0.3962264}
  {:score 60,
   :fruit-move-ratio 0.2955665,
   :wall-move-ratio 0.055929918,
   :fem2-ratio 0.40438247}
  {:score 88,
   :fruit-move-ratio 0.30555555,
   :wall-move-ratio 0.08302169,
   :fem2-ratio 0.35424355}
  {:score 44,
   :fruit-move-ratio 0.22797927,
   :wall-move-ratio 0.069335535,
   :fem2-ratio 0.20775028}
  {:score 76,
   :fruit-move-ratio 0.3838384,
   :wall-move-ratio 0.032114185,
   :fem2-ratio 0.26155877}
  {:score 63,
   :fruit-move-ratio 0.2850679,
   :wall-move-ratio 0.03599374,
   :fem2-ratio 0.31798562}
  {:score 79,
   :fruit-move-ratio 0.33193278,
   :wall-move-ratio 0.04645477,
   :fem2-ratio 0.41827768}
  {:score 70,
   :fruit-move-ratio 0.26415095,
   :wall-move-ratio 0.042007003,
   :fem2-ratio 0.31176472}
  {:score 83,
   :fruit-move-ratio 0.32806325,
   :wall-move-ratio 0.07734428,
   :fem2-ratio 0.37260678}
  {:score 98,
   :fruit-move-ratio 0.3081761,
   :wall-move-ratio 0.088907704,
   :fem2-ratio 0.4739195}
  {:score 85,
   :fruit-move-ratio 0.33730158,
   :wall-move-ratio 0.07113986,
   :fem2-ratio 0.3956044}
  {:score 42,
   :fruit-move-ratio 0.27096775,
   :wall-move-ratio 0.0361135,
   :fem2-ratio 0.4111406}
  {:score 65,
   :fruit-move-ratio 0.29680365,
   :wall-move-ratio 0.06084868,
   :fem2-ratio 0.37055838}
  {:score 68,
   :fruit-move-ratio 0.32692307,
   :wall-move-ratio 0.053127103,
   :fem2-ratio 0.2683871}
  {:score 85,
   :fruit-move-ratio 0.32818532,
   :wall-move-ratio 0.07584269,
   :fem2-ratio 0.41706926}
  {:score 47,
   :fruit-move-ratio 0.32867134,
   :wall-move-ratio 0.03721374,
   :fem2-ratio 0.34708738}
  {:score 0,
   :fruit-move-ratio nil,
   :wall-move-ratio 1.0,
   :fem2-ratio nil}
  {:score 62,
   :fruit-move-ratio 0.38509318,
   :wall-move-ratio 0.055471126,
   :fem2-ratio 0.33966243}
  {:score 64,
   :fruit-move-ratio 0.2990654,
   :wall-move-ratio 0.06622912,
   :fem2-ratio 0.4524313}
  {:score 56,
   :fruit-move-ratio 0.31460676,
   :wall-move-ratio 0.05068226,
   :fem2-ratio 0.43414634}
  {:score 51,
   :fruit-move-ratio 0.1969112,
   :wall-move-ratio 0.012237762,
   :fem2-ratio 0.13343637}
  {:score 43,
   :fruit-move-ratio 0.33333334,
   :wall-move-ratio 0.029828109,
   :fem2-ratio 0.4574468}
  {:score 73,
   :fruit-move-ratio 0.342723,
   :wall-move-ratio 0.0480916,
   :fem2-ratio 0.3666093}
  {:score 85,
   :fruit-move-ratio 0.307971,
   :wall-move-ratio 0.054432347,
   :fem2-ratio 0.33535844}
  {:score 71,
   :fruit-move-ratio 0.29707113,
   :wall-move-ratio 0.04766187,
   :fem2-ratio 0.37876385}
  {:score 25,
   :fruit-move-ratio 0.27173913,
   :wall-move-ratio 0.019852525,
   :fem2-ratio 0.20489977}
  {:score 74,
   :fruit-move-ratio 0.3507109,
   :wall-move-ratio 0.042643923,
   :fem2-ratio 0.28436658}
  {:score 67,
   :fruit-move-ratio 0.37222221,
   :wall-move-ratio 0.018294675,
   :fem2-ratio 0.4054054}
  {:score 82,
   :fruit-move-ratio 0.36607143,
   :wall-move-ratio 0.032417197,
   :fem2-ratio 0.4050633}
  {:score 14,
   :fruit-move-ratio 0.5185185,
   :wall-move-ratio 0.043065105,
   :fem2-ratio 0.75}
  {:score 71,
   :fruit-move-ratio 0.28861788,
   :wall-move-ratio 0.04116033,
   :fem2-ratio 0.38258165}
  {:score 83,
   :fruit-move-ratio 0.27946126,
   :wall-move-ratio 0.05972696,
   :fem2-ratio 0.37931034}
  {:score 84,
   :fruit-move-ratio 0.30769232,
   :wall-move-ratio 0.06162162,
   :fem2-ratio 0.45049506}
  {:score 84,
   :fruit-move-ratio 0.3783784,
   :wall-move-ratio 0.051136363,
   :fem2-ratio 0.37436762}
  {:score 73,
   :fruit-move-ratio 0.32882884,
   :wall-move-ratio 0.036673553,
   :fem2-ratio 0.39713773}
  {:score 39,
   :fruit-move-ratio 0.37864077,
   :wall-move-ratio 0.013113162,
   :fem2-ratio 0.32594937}
  {:score 7,
   :fruit-move-ratio 0.4375,
   :wall-move-ratio 0.035806954,
   :fem2-ratio 0.027874565}
  {:score 60,
   :fruit-move-ratio 0.32085562,
   :wall-move-ratio 0.055762082,
   :fem2-ratio 0.31641287}
  {:score 89,
   :fruit-move-ratio 0.39035088,
   :wall-move-ratio 0.052230686,
   :fem2-ratio 0.40425533}
  {:score 3,
   :fruit-move-ratio 0.25,
   :wall-move-ratio 0.026118439,
   :fem2-ratio 0.5217391}
  {:score 77,
   :fruit-move-ratio 0.31428573,
   :wall-move-ratio 0.14266667,
   :fem2-ratio 0.3555878}
  {:score 87,
   :fruit-move-ratio 0.36099586,
   :wall-move-ratio 0.095879555,
   :fem2-ratio 0.4810379}
  {:score 48,
   :fruit-move-ratio 0.32876712,
   :wall-move-ratio 0.02330097,
   :fem2-ratio 0.26593807}
  {:score 76,
   :fruit-move-ratio 0.43930635,
   :wall-move-ratio 0.027763756,
   :fem2-ratio 0.34325397}
  {:score 39,
   :fruit-move-ratio 0.31967214,
   :wall-move-ratio 0.024539877,
   :fem2-ratio 0.31362468}
  {:score 81,
   :fruit-move-ratio 0.37674418,
   :wall-move-ratio 0.080721006,
   :fem2-ratio 0.38878843}
  {:score 63,
   :fruit-move-ratio 0.32142857,
   :wall-move-ratio 0.026270702,
   :fem2-ratio 0.35315314}
  {:score 62,
   :fruit-move-ratio 0.4397163,
   :wall-move-ratio 0.062329885,
   :fem2-ratio 0.31756756}
  {:score 79,
   :fruit-move-ratio 0.45402297,
   :wall-move-ratio 0.030257186,
   :fem2-ratio 0.4192771}
  {:score 46,
   :fruit-move-ratio 0.4144144,
   :wall-move-ratio 0.02978972,
   :fem2-ratio 0.13875}
  {:score 81,
   :fruit-move-ratio 0.32793522,
   :wall-move-ratio 0.053103447,
   :fem2-ratio 0.3271523}
  {:score 103,
   :fruit-move-ratio 0.40392157,
   :wall-move-ratio 0.043636363,
   :fem2-ratio 0.43814433}
  {:score 57,
   :fruit-move-ratio 0.45967743,
   :wall-move-ratio 0.023775216,
   :fem2-ratio 0.29453683}
  {:score 85,
   :fruit-move-ratio 0.42929292,
   :wall-move-ratio 0.021393308,
   :fem2-ratio 0.27808988}
  {:score 79,
   :fruit-move-ratio 0.4072165,
   :wall-move-ratio 0.026839826,
   :fem2-ratio 0.41364604}
  {:score 66,
   :fruit-move-ratio 0.26506025,
   :wall-move-ratio 0.028979238,
   :fem2-ratio 0.2950237}
  {:score 61,
   :fruit-move-ratio 0.40666667,
   :wall-move-ratio 0.02020202,
   :fem2-ratio 0.51903117}
  {:score 91,
   :fruit-move-ratio 0.3855932,
   :wall-move-ratio 0.03888889,
   :fem2-ratio 0.4061962}
  {:score 79,
   :fruit-move-ratio 0.46470588,
   :wall-move-ratio 0.033416875,
   :fem2-ratio 0.4}
  {:score 57,
   :fruit-move-ratio 0.29533678,
   :wall-move-ratio 0.07745618,
   :fem2-ratio 0.30830672}
  {:score 96,
   :fruit-move-ratio 0.42105263,
   :wall-move-ratio 0.0494322,
   :fem2-ratio 0.3607595}
  {:score 1,
   :fruit-move-ratio 0.14285715,
   :wall-move-ratio 0.054,
   :fem2-ratio 0.018372703}
  {:score 8,
   :fruit-move-ratio 0.2857143,
   :wall-move-ratio 0.021527423,
   :fem2-ratio 0.050816696}
  {:score 47,
   :fruit-move-ratio 0.37903225,
   :wall-move-ratio 0.044059794,
   :fem2-ratio 0.41750842}
  {:score 70,
   :fruit-move-ratio 0.34146342,
   :wall-move-ratio 0.019558359,
   :fem2-ratio 0.338843}
  {:score 40,
   :fruit-move-ratio 0.5479452,
   :wall-move-ratio 0.04770115,
   :fem2-ratio 0.048537236}
  {:score 86,
   :fruit-move-ratio 0.41545895,
   :wall-move-ratio 0.025917066,
   :fem2-ratio 0.34673366}
  {:score 29,
   :fruit-move-ratio 0.50877196,
   :wall-move-ratio 0.0074626864,
   :fem2-ratio 0.3220339}
  {:score 26,
   :fruit-move-ratio 0.43333334,
   :wall-move-ratio 0.013712047,
   :fem2-ratio 0.3726708}
  {:score 28,
   :fruit-move-ratio 0.33333334,
   :wall-move-ratio 0.012603216,
   :fem2-ratio 0.26006192}
  {:score 26,
   :fruit-move-ratio 0.34210527,
   :wall-move-ratio 0.014637003,
   :fem2-ratio 0.25762713}
  {:score 73,
   :fruit-move-ratio 0.36138615,
   :wall-move-ratio 0.018654885,
   :fem2-ratio 0.44690266}
  {:score 34,
   :fruit-move-ratio 0.45945945,
   :wall-move-ratio 0.010714286,
   :fem2-ratio 0.38541666}
  {:score 87,
   :fruit-move-ratio 0.5506329,
   :wall-move-ratio 0.023057217,
   :fem2-ratio 0.44759208}
  {:score 52,
   :fruit-move-ratio 0.416,
   :wall-move-ratio 0.022904877,
   :fem2-ratio 0.25879917}
  {:score 57,
   :fruit-move-ratio 0.43846154,
   :wall-move-ratio 0.016806724,
   :fem2-ratio 0.38348082}
  {:score 86,
   :fruit-move-ratio 0.41747573,
   :wall-move-ratio 0.02359882,
   :fem2-ratio 0.46712017}
  {:score 27,
   :fruit-move-ratio 0.5510204,
   :wall-move-ratio 0.0036576444,
   :fem2-ratio 0.033910036}
  {:score 99,
   :fruit-move-ratio 0.57225436,
   :wall-move-ratio 0.041791044,
   :fem2-ratio 0.4032634}
  {:score 90,
   :fruit-move-ratio 0.2549575,
   :wall-move-ratio 0.020558003,
   :fem2-ratio 0.2812749}
  {:score 60,
   :fruit-move-ratio 0.53097343,
   :wall-move-ratio 0.016826924,
   :fem2-ratio 0.2545045}
  {:score 90,
   :fruit-move-ratio 0.5590062,
   :wall-move-ratio 0.034391534,
   :fem2-ratio 0.2687813}
  {:score 85,
   :fruit-move-ratio 0.53125,
   :wall-move-ratio 0.020975057,
   :fem2-ratio 0.3539823}
  {:score 37,
   :fruit-move-ratio 0.43023255,
   :wall-move-ratio 0.013239875,
   :fem2-ratio 0.36595744}
  {:score 35,
   :fruit-move-ratio 0.46666667,
   :wall-move-ratio 0.011487651,
   :fem2-ratio 0.3537736}
  {:score 42,
   :fruit-move-ratio 0.4329897,
   :wall-move-ratio 0.012703454,
   :fem2-ratio 0.22985782}
  {:score 82,
   :fruit-move-ratio 0.5,
   :wall-move-ratio 0.01638689,
   :fem2-ratio 0.46458924}
  {:score 96,
   :fruit-move-ratio 0.39344263,
   :wall-move-ratio 0.055859804,
   :fem2-ratio 0.2884161}
  {:score 86,
   :fruit-move-ratio 0.59310347,
   :wall-move-ratio 0.04743083,
   :fem2-ratio 0.34117648}
  {:score 84,
   :fruit-move-ratio 0.47727272,
   :wall-move-ratio 0.01512357,
   :fem2-ratio 0.44110274}
  {:score 0,
   :fruit-move-ratio nil,
   :wall-move-ratio 0.0462,
   :fem2-ratio 0.0}
  {:score 101,
   :fruit-move-ratio 0.5260417,
   :wall-move-ratio 0.027936507,
   :fem2-ratio 0.4496487}
  {:score 65,
   :fruit-move-ratio 0.65656567,
   :wall-move-ratio 0.013602638,
   :fem2-ratio 0.32352942}
  {:score 77,
   :fruit-move-ratio 0.4695122,
   :wall-move-ratio 0.03846154,
   :fem2-ratio 0.25426358}
  {:score 45,
   :fruit-move-ratio 0.5113636,
   :wall-move-ratio 0.010051782,
   :fem2-ratio 0.10401891}
  {:score 87,
   :fruit-move-ratio 0.43283582,
   :wall-move-ratio 0.040546495,
   :fem2-ratio 0.26377952}
  {:score 25,
   :fruit-move-ratio 0.24509804,
   :wall-move-ratio 0.01764706,
   :fem2-ratio 0.17258883}
  {:score 56,
   :fruit-move-ratio 0.4869565,
   :wall-move-ratio 0.025389498,
   :fem2-ratio 0.2141527}
  {:score 58,
   :fruit-move-ratio 0.4715447,
   :wall-move-ratio 0.018395303,
   :fem2-ratio 0.17774567}
  {:score 96,
   :fruit-move-ratio 0.53932583,
   :wall-move-ratio 0.06079855,
   :fem2-ratio 0.41686183}
  {:score 93,
   :fruit-move-ratio 0.52840906,
   :wall-move-ratio 0.02660754,
   :fem2-ratio 0.34714004}
  {:score 4,
   :fruit-move-ratio 0.043010753,
   :wall-move-ratio 0.015675241,
   :fem2-ratio 0.4025974}
  {:score 100,
   :fruit-move-ratio 0.6060606,
   :wall-move-ratio 0.03125,
   :fem2-ratio 0.37844038}
  {:score 95,
   :fruit-move-ratio 0.60126585,
   :wall-move-ratio 0.025723472,
   :fem2-ratio 0.31349206}
  {:score 30,
   :fruit-move-ratio 0.65217394,
   :wall-move-ratio 0.0073131956,
   :fem2-ratio 0.07578254}
  {:score 82,
   :fruit-move-ratio 0.6165413,
   :wall-move-ratio 0.04310345,
   :fem2-ratio 0.44039735}
  {:score 91,
   :fruit-move-ratio 0.5759494,
   :wall-move-ratio 0.024425287,
   :fem2-ratio 0.40932643}
  {:score 75,
   :fruit-move-ratio 0.5244755,
   :wall-move-ratio 0.013094083,
   :fem2-ratio 0.29606625}
  {:score 73,
   :fruit-move-ratio 0.6403509,
   :wall-move-ratio 0.009372071,
   :fem2-ratio 0.07495069}
  {:score 37,
   :fruit-move-ratio 0.5522388,
   :wall-move-ratio 0.010089021,
   :fem2-ratio 0.27916667}
  {:score 96,
   :fruit-move-ratio 0.65753424,
   :wall-move-ratio 0.030843044,
   :fem2-ratio 0.3187773}
  {:score 67,
   :fruit-move-ratio 0.4652778,
   :wall-move-ratio 0.016848816,
   :fem2-ratio 0.1409002}
  {:score 55,
   :fruit-move-ratio 0.71428573,
   :wall-move-ratio 0.009947644,
   :fem2-ratio 0.36150235}
  {:score 0,
   :fruit-move-ratio nil,
   :wall-move-ratio 0.0068,
   :fem2-ratio 0.0}
  {:score 49,
   :fruit-move-ratio 0.6805556,
   :wall-move-ratio 0.01466178,
   :fem2-ratio 0.096}
  {:score 34,
   :fruit-move-ratio 0.4722222,
   :wall-move-ratio 0.033197436,
   :fem2-ratio 0.1632653}
  {:score 50,
   :fruit-move-ratio 0.64102566,
   :wall-move-ratio 0.0122008445,
   :fem2-ratio 0.11729323}
  {:score 91,
   :fruit-move-ratio 0.5833333,
   :wall-move-ratio 0.032455605,
   :fem2-ratio 0.3277311}
  {:score 91,
   :fruit-move-ratio 0.66423357,
   :wall-move-ratio 0.030161427,
   :fem2-ratio 0.2329932}
  {:score 18,
   :fruit-move-ratio 0.51428574,
   :wall-move-ratio 0.014098691,
   :fem2-ratio 0.048076924}
  {:score 86,
   :fruit-move-ratio 0.6231884,
   :wall-move-ratio 0.021794222,
   :fem2-ratio 0.38655463}
  {:score 36,
   :fruit-move-ratio 0.4864865,
   :wall-move-ratio 0.025809994,
   :fem2-ratio 0.32034633}
  {:score 50,
   :fruit-move-ratio 0.54347825,
   :wall-move-ratio 0.01359966,
   :fem2-ratio 0.13589364}
  {:score 75,
   :fruit-move-ratio 0.5905512,
   :wall-move-ratio 0.029297717,
   :fem2-ratio 0.17887324}
  {:score 35,
   :fruit-move-ratio 0.6603774,
   :wall-move-ratio 0.008489565,
   :fem2-ratio 0.054979254}
  {:score 46,
   :fruit-move-ratio 0.3898305,
   :wall-move-ratio 0.0066755675,
   :fem2-ratio 0.20774648}
  {:score 88,
   :fruit-move-ratio 0.57894737,
   :wall-move-ratio 0.040689655,
   :fem2-ratio 0.3046092}
  {:score 32,
   :fruit-move-ratio 0.58181816,
   :wall-move-ratio 0.0031601123,
   :fem2-ratio 0.45081967}
  {:score 91,
   :fruit-move-ratio 0.6275862,
   :wall-move-ratio 0.019148234,
   :fem2-ratio 0.2804642}
  {:score 39,
   :fruit-move-ratio 0.8125,
   :wall-move-ratio 0.0033607169,
   :fem2-ratio 0.30967742}
  {:score 63,
   :fruit-move-ratio 0.7078652,
   :wall-move-ratio 0.007673861,
   :fem2-ratio 0.3787234}
  {:score 104,
   :fruit-move-ratio 0.73239434,
   :wall-move-ratio 0.025554808,
   :fem2-ratio 0.39118457}
  {:score 54,
   :fruit-move-ratio 0.627907,
   :wall-move-ratio 0.011986301,
   :fem2-ratio 0.189011}
  {:score 103,
   :fruit-move-ratio 0.5988372,
   :wall-move-ratio 0.029982364,
   :fem2-ratio 0.41050118}
  {:score 57,
   :fruit-move-ratio 0.40714285,
   :wall-move-ratio 0.016460905,
   :fem2-ratio 0.5668016}
  {:score 33,
   :fruit-move-ratio 0.73333335,
   :wall-move-ratio 0.009497965,
   :fem2-ratio 0.45454547}
  {:score 18,
   :fruit-move-ratio 0.6666667,
   :wall-move-ratio 0.0034052213,
   :fem2-ratio 0.1849315}
  {:score 84,
   :fruit-move-ratio 0.71794873,
   :wall-move-ratio 0.017699115,
   :fem2-ratio 0.19467553}
  {:score 76,
   :fruit-move-ratio 0.6785714,
   :wall-move-ratio 0.020096462,
   :fem2-ratio 0.22266401}
  {:score 62,
   :fruit-move-ratio 0.5849057,
   :wall-move-ratio 0.01584343,
   :fem2-ratio 0.25603864}
  {:score 31,
   :fruit-move-ratio 0.70454544,
   :wall-move-ratio 0.019213974,
   :fem2-ratio 0.29139072}
  {:score 18,
   :fruit-move-ratio 0.42857143,
   :wall-move-ratio 0.0065406975,
   :fem2-ratio 0.064417176}
  {:score 39,
   :fruit-move-ratio 0.75,
   :wall-move-ratio 0.042979944,
   :fem2-ratio 0.18245614}
  {:score 89,
   :fruit-move-ratio 0.6793893,
   :wall-move-ratio 0.014986376,
   :fem2-ratio 0.28540304}
  {:score 91,
   :fruit-move-ratio 0.6594203,
   :wall-move-ratio 0.03224538,
   :fem2-ratio 0.2881002}
  {:score 9,
   :fruit-move-ratio 0.75,
   :wall-move-ratio 0.003354579,
   :fem2-ratio 0.06282722}
  {:score 102,
   :fruit-move-ratio 0.6415094,
   :wall-move-ratio 0.03443526,
   :fem2-ratio 0.23766816}
  {:score 8,
   :fruit-move-ratio 0.8,
   :wall-move-ratio 0.0044994378,
   :fem2-ratio 0.8333333}
  {:score 81,
   :fruit-move-ratio 0.72321427,
   :wall-move-ratio 0.014519056,
   :fem2-ratio 0.36842105}
  {:score 97,
   :fruit-move-ratio 0.5914634,
   :wall-move-ratio 0.014113957,
   :fem2-ratio 0.44931507}
  {:score 47,
   :fruit-move-ratio 0.70149255,
   :wall-move-ratio 0.0030379747,
   :fem2-ratio 0.103715174}
  {:score 37,
   :fruit-move-ratio 0.6981132,
   :wall-move-ratio 0.0030046436,
   :fem2-ratio 0.21721311}
  {:score 82,
   :fruit-move-ratio 0.68907565,
   :wall-move-ratio 0.016988195,
   :fem2-ratio 0.127409}
  {:score 91,
   :fruit-move-ratio 0.7,
   :wall-move-ratio 0.013874066,
   :fem2-ratio 0.2760085}
  {:score 71,
   :fruit-move-ratio 0.6761905,
   :wall-move-ratio 0.0029027576,
   :fem2-ratio 0.15555556}
  {:score 61,
   :fruit-move-ratio 0.62886596,
